iter	Passed	Remaining
356	49	646
357	49	646
358	49	646
359	50	645
360	50	645
361	50	645
362	50	645
363	50	644
364	50	644
365	50	644
366	51	644
367	51	644
368	51	644
369	51	644
370	51	643
371	51	642
372	51	642
373	51	642
374	52	641
375	52	641
376	52	641
377	52	641
378	52	640
379	52	640
380	52	639
381	52	639
382	53	639
383	53	639
384	53	638
385	53	638
386	53	638
387	53	638
388	53	637
389	53	636
390	53	636
391	54	635
392	54	635
393	54	635
394	54	634
395	54	634
396	54	633
397	54	633
398	54	633
399	55	632
400	55	632
401	55	631
402	55	631
403	55	631
404	55	633
405	55	633
406	56	634
407	56	635
408	56	634
409	56	634
410	56	634
411	56	633
412	57	633
413	57	633
414	57	632
415	57	632
416	57	632
417	57	632
418	57	633
419	58	633
420	58	633
421	58	633
422	58	633
423	58	634
424	58	634
425	59	634
426	59	633
427	59	633
428	59	633
429	59	632
430	59	632
431	59	632
432	59	631
433	60	632
434	60	632
435	60	632
436	60	631
437	60	633
438	60	633
439	61	633
440	61	633
441	61	633
442	61	632
443	61	632
444	61	632
445	61	632
446	62	632
447	62	632
448	62	631
449	62	631
450	62	631
451	62	631
452	62	630
453	62	630
454	63	629
455	63	629
456	63	629
457	63	629
458	63	628
459	63	628
460	63	628
461	63	627
462	64	627
463	64	626
464	64	626
465	64	626
466	64	626
467	64	626
468	64	626
469	65	627
470	65	626
471	65	626
472	65	626
473	65	627
474	65	626
475	65	626
476	66	627
477	66	628
478	66	627
479	66	627
480	66	627
481	66	626
482	67	627
483	67	627
484	67	626
485	67	626
486	67	625
487	67	625
488	67	625
489	67	625
490	68	624
491	68	624
492	68	624
493	68	623
494	68	623
495	68	623
496	68	623
497	69	624
498	69	623
499	69	623
500	69	623
501	69	622
502	69	622
503	69	622
504	69	622
505	70	622
506	70	622
507	70	622
508	70	622
509	70	622
510	70	622
511	70	621
512	71	621
513	71	621
514	71	621
515	71	621
516	71	620
517	71	620
518	71	620
519	71	620
520	72	619
521	72	619
522	72	618
523	72	618
524	72	618
525	72	618
526	72	617
527	72	617
528	72	616
529	73	616
530	73	615
531	73	615
532	73	614
533	73	614
534	73	615
535	73	615
536	73	614
537	74	613
538	74	614
539	74	613
540	74	613
541	74	612
542	74	612
543	74	612
544	74	612
545	75	611
546	75	611
547	75	611
548	75	611
549	75	610
550	75	610
551	75	610
552	75	609
553	75	609
554	76	609
555	76	609
556	76	609
557	76	609
558	76	609
559	76	609
560	76	608
561	77	609
562	77	608
563	77	608
564	77	608
565	77	608
566	77	608
567	77	608
568	78	608
569	78	608
570	78	608
571	78	608
572	78	607
573	78	607
574	78	607
575	79	607
576	79	606
577	79	606
578	79	606
579	79	605
580	79	605
581	79	605
582	79	605
583	80	605
584	80	604
585	80	604
586	80	604
587	80	603
588	80	603
589	80	603
590	80	603
591	81	603
592	81	604
593	81	604
594	81	603
595	81	604
596	81	604
597	82	604
598	82	604
599	82	604
600	82	604
601	82	603
602	82	603
603	82	603
604	83	603
605	83	603
606	83	603
607	83	602
608	83	603
609	83	602
610	83	602
611	84	602
612	84	602
613	84	602
614	84	601
615	84	601
616	84	601
617	84	601
618	84	600
619	85	600
620	85	600
621	85	600
622	85	600
623	85	600
624	85	599
625	85	599
626	85	599
627	86	599
628	86	598
629	86	598
630	86	598
631	86	597
632	86	597
633	86	597
634	87	598
635	87	598
636	87	598
637	87	597
638	87	597
639	87	597
640	87	597
641	87	596
642	88	596
643	88	596
644	88	595
645	88	595
646	88	596
647	88	596
648	88	596
649	89	595
650	89	595
651	89	595
652	89	595
653	89	594
654	89	594
655	89	594
656	89	594
657	90	594
658	90	594
659	90	594
660	90	593
661	90	594
662	90	594
663	90	593
664	91	593
665	91	593
666	91	593
667	91	592
668	91	592
669	91	591
670	91	591
671	91	591
672	91	591
673	92	590
674	92	590
675	92	589
676	92	589
677	92	589
678	92	589
679	92	589
680	92	589
681	93	589
682	93	589
683	93	589
684	93	589
685	93	588
686	93	588
687	93	588
688	94	588
689	94	588
690	94	588
691	94	588
692	94	588
693	94	588
694	94	587
695	95	587
696	95	588
697	95	588
698	95	588
699	95	588
700	95	588
701	96	588
702	96	587
703	96	587
704	96	587
705	96	586
706	96	586
707	96	587
708	97	587
709	97	587
710	97	587
711	97	586
712	97	586
713	97	586
714	97	586
715	98	586
716	98	586
717	98	586
718	98	586
719	98	586
720	98	587
721	99	587
722	99	587
723	99	587
724	99	587
725	99	587
726	99	587
727	100	587
728	100	586
729	100	586
730	100	586
731	100	586
732	100	586
733	100	585
734	100	585
735	100	585
736	101	584
737	101	584
738	101	584
739	101	583
740	101	583
741	101	583
742	101	583
743	101	583
744	102	583
745	102	583
746	102	583
747	102	583
748	102	583
749	102	583
750	103	582
751	103	582
752	103	582
753	103	582
754	103	581
755	103	581
756	103	581
757	103	581
758	104	581
759	104	581
760	104	581
761	104	580
762	104	580
763	104	580
764	104	580
765	105	580
766	105	580
767	105	580
768	105	580
769	105	580
770	105	579
771	105	579
772	105	578
773	105	578
774	106	578
775	106	577
776	106	577
777	106	577
778	106	576
779	106	577
780	106	577
781	106	577
782	107	576
783	107	576
784	107	576
785	107	576
786	107	575
787	107	575
788	107	575
789	107	575
790	108	574
791	108	574
792	108	574
793	108	573
794	108	573
795	108	573
796	108	572
797	108	572
798	108	572
799	108	571
800	109	571
801	109	571
802	109	571
803	109	570
804	109	570
805	109	570
806	109	569
807	109	569
808	109	569
809	110	569
810	110	568
811	110	568
812	110	568
813	110	568
814	110	569
815	110	568
816	111	568
817	111	568
818	111	568
819	111	568
820	111	568
821	111	568
822	111	567
823	112	567
824	112	567
825	112	567
826	112	567
827	112	567
828	112	567
829	112	566
830	112	566
831	113	566
832	113	566
833	113	566
834	113	565
835	113	565
836	113	565
837	113	565
838	114	565
839	114	565
840	114	565
841	114	564
842	114	564
843	114	564
844	114	564
845	114	564
846	114	563
847	115	563
848	115	563
849	115	563
850	115	563
851	115	563
852	115	563
853	116	563
854	116	562
855	116	562
856	116	562
857	116	562
858	116	562
859	116	562
860	116	562
861	117	562
862	117	562
863	117	562
864	117	562
865	117	562
866	118	562
867	118	562
868	118	562
869	118	562
870	118	562
871	118	562
872	118	562
873	119	562
874	119	562
875	119	562
876	119	562
877	119	561
878	119	561
879	119	561
880	120	561
881	120	561
882	120	561
883	120	561
884	120	561
885	120	561
886	120	560
887	121	560
888	121	560
889	121	560
890	121	560
891	121	559
892	121	559
893	121	559
894	121	559
895	122	559
896	122	558
897	122	558
898	122	558
899	122	558
900	123	559
901	123	559
902	123	559
903	123	558
904	126	570
905	129	584
906	132	595
907	132	596
908	132	596
909	132	596
910	136	613
911	138	621
912	138	621
913	138	621
914	143	639
915	144	643
916	144	642
917	144	642
918	144	643
919	150	666
920	150	666
921	150	667
922	150	666
923	150	666
924	150	665
925	151	665
926	151	664
927	151	664
928	151	664
929	151	664
930	151	664
931	151	663
932	152	663
933	152	663
934	152	663
935	152	662
936	152	662
937	152	661
938	152	661
939	152	661
940	152	660
941	153	660
942	153	659
943	153	659
944	153	659
945	153	659
946	153	659
947	153	658
948	154	658
949	154	658
950	154	657
951	154	657
952	154	657
953	154	657
954	154	656
955	154	656
956	155	655
957	155	655
958	155	655
959	155	655
960	155	655
961	156	655
962	156	655
963	156	655
964	156	655
965	156	654
966	156	654
967	156	654
968	157	654
969	157	654
970	157	654
971	157	653
972	157	654
973	158	654
974	158	653
975	158	653
976	158	653
977	158	653
978	158	652
979	158	652
980	158	652
981	159	651
982	159	651
983	159	651
984	159	650
985	159	650
986	159	650
987	159	649
988	160	649
989	160	649
990	160	648
991	160	648
992	160	648
993	160	648
994	160	648
995	161	648
996	161	648
997	161	647
998	161	647
999	161	647
1000	161	646
1001	161	646
1002	162	646
1003	162	646
1004	162	646
1005	162	646
1006	162	646
1007	163	646
1008	163	646
1009	163	646
1010	163	647
1011	164	647
1012	164	647
1013	164	647
1014	164	647
1015	164	647
1016	165	647
1017	165	647
1018	165	647
1019	165	647
1020	165	647
1021	166	647
1022	166	646
1023	166	646
1024	166	646
1025	166	646
1026	166	646
1027	167	646
1028	167	646
1029	167	645
1030	167	646
1031	167	646
1032	168	646
1033	168	645
1034	168	645
1035	168	645
1036	168	644
1037	168	644
1038	168	644
1039	170	649
1040	170	650
1041	171	650
1042	171	650
1043	171	650
1044	171	650
1045	172	650
1046	172	651
1047	172	651
1048	172	651
1049	172	651
1050	173	652
1051	173	651
1052	173	651
1053	173	650
1054	173	650
1055	173	649
1056	173	649
1057	174	649
1058	174	649
1059	174	649
1060	174	649
1061	174	649
1062	175	650
1063	175	649
1064	175	650
1065	176	650
1066	176	650
1067	176	650
1068	176	650
1069	176	649
1070	177	650
1071	177	650
1072	177	650
1073	177	650
1074	177	650
1075	178	650
1076	178	651
1077	178	651
1078	179	652
1079	179	652
1080	179	652
1081	180	653
1082	180	652
1083	180	652
1084	180	652
1085	180	651
1086	181	655
1087	182	656
1088	182	657
1089	183	658
1090	183	658
1091	183	657
1092	183	657
1093	183	657
1094	184	657
1095	184	656
1096	184	656
1097	184	655
1098	184	655
1099	184	654
1100	184	654
1101	184	653
1102	184	653
1103	184	653
1104	185	653
1105	185	652
1106	185	652
1107	185	653
1108	185	652
1109	186	652
1110	186	653
1111	186	653
1112	186	653
1113	187	653
1114	187	653
1115	187	653
1116	187	653
1117	187	653
1118	188	653
1119	188	653
1120	188	653
1121	188	653
1122	188	653
1123	189	652
1124	189	652
1125	189	652
1126	189	652
1127	189	651
1128	189	651
1129	189	651
1130	190	650
1131	190	650
1132	190	649
1133	190	649
1134	190	649
1135	190	648
1136	190	648
1137	190	648
1138	191	648
1139	191	647
1140	191	647
1141	191	647
1142	191	646
1143	191	646
1144	191	646
1145	192	646
1146	192	646
1147	192	646
1148	192	645
1149	192	645
1150	192	644
1151	192	644
1152	192	644
1153	192	643
1154	193	643
1155	193	643
1156	193	643
1157	193	643
1158	193	642
1159	193	642
1160	193	641
1161	194	641
1162	194	641
1163	194	641
1164	194	640
1165	194	640
1166	194	640
1167	194	640
1168	195	639
1169	195	639
1170	195	639
1171	195	638
1172	195	638
1173	195	638
1174	195	637
1175	195	637
1176	196	637
1177	196	636
1178	196	636
1179	196	636
1180	196	635
1181	196	635
1182	196	635
1183	196	634
1184	196	634
1185	197	634
1186	197	634
1187	197	634
1188	197	633
1189	197	633
1190	197	633
1191	198	633
1192	198	633
1193	198	632
1194	198	632
1195	198	632
1196	198	631
1197	198	631
1198	198	631
1199	199	631
1200	199	630
1201	199	630
1202	199	630
1203	199	630
1204	199	629
1205	200	629
1206	200	629
1207	200	629
1208	200	629
1209	200	628
1210	200	628
1211	200	628
1212	201	628
1213	201	628
1214	201	627
1215	201	627
1216	201	627
1217	201	627
1218	201	626
1219	202	626
1220	202	626
1221	202	626
1222	202	625
1223	202	625
1224	202	625
1225	202	625
1226	203	625
1227	203	625
1228	203	624
1229	203	624
1230	203	624
1231	203	623
1232	204	623
1233	204	623
1234	204	623
1235	204	623
1236	204	623
1237	204	622
1238	204	622
1239	205	622
1240	205	622
1241	205	621
1242	205	621
1243	205	621
1244	205	621
1245	205	620
1246	206	620
1247	206	620
1248	206	620
1249	206	619
1250	206	619
1251	206	619
1252	207	619
1253	207	619
1254	207	619
1255	207	619
1256	207	618
1257	207	618
1258	207	618
1259	208	618
1260	208	617
1261	208	617
1262	208	617
1263	208	616
1264	208	616
1265	208	616
1266	208	616
1267	209	616
1268	209	615
1269	209	615
1270	209	615
1271	209	615
1272	209	614
1273	209	614
1274	210	614
1275	210	614
1276	210	614
1277	210	613
1278	210	613
1279	210	613
1280	211	613
1281	211	612
1282	211	612
1283	211	612
1284	211	612
1285	211	612
1286	212	612
1287	212	611
1288	212	611
1289	212	611
1290	212	611
1291	212	611
1292	213	611
1293	213	611
1294	213	611
1295	213	610
1296	213	610
1297	213	610
1298	214	610
1299	214	610
1300	214	610
1301	214	609
1302	214	609
1303	214	609
1304	215	609
1305	215	609
1306	215	609
1307	215	608
1308	215	608
1309	215	608
1310	215	607
1311	216	607
1312	216	607
1313	216	607
1314	216	607
1315	216	606
1316	216	606
1317	216	606
1318	217	606
1319	217	606
1320	217	605
1321	217	605
1322	217	605
1323	217	605
1324	217	604
1325	218	604
1326	218	604
1327	218	603
1328	218	603
1329	218	603
1330	218	603
1331	218	602
1332	218	602
1333	219	602
1334	219	602
1335	219	602
1336	219	602
1337	219	601
1338	219	601
1339	219	601
1340	220	600
1341	220	600
1342	220	600
1343	220	600
1344	220	600
1345	220	599
1346	220	599
1347	220	599
1348	221	598
1349	221	598
1350	221	598
1351	221	598
1352	221	597
1353	221	597
1354	221	597
1355	222	597
1356	222	596
1357	222	596
1358	222	596
1359	222	596
1360	222	595
1361	222	595
1362	222	595
1363	223	594
1364	223	594
1365	223	594
1366	223	594
1367	223	593
1368	223	593
1369	223	593
1370	223	593
1371	223	592
1372	224	592
1373	224	592
1374	224	591
1375	224	591
1376	224	591
1377	224	591
1378	224	591
1379	225	590
1380	225	590
1381	225	590
1382	225	590
1383	225	590
1384	225	589
1385	225	589
1386	226	589
1387	226	588
1388	226	588
1389	226	588
1390	226	588
1391	226	588
1392	226	588
1393	227	587
1394	227	587
1395	227	587
1396	227	587
1397	227	586
1398	227	586
1399	227	586
1400	228	586
1401	228	586
1402	228	586
1403	228	585
1404	228	585
1405	228	585
1406	229	585
1407	229	585
1408	229	585
1409	229	584
1410	229	584
1411	229	584
1412	229	584
1413	230	583
1414	230	583
1415	230	583
1416	230	583
1417	230	583
1418	230	583
1419	231	582
1420	231	582
1421	231	582
1422	231	582
1423	231	581
1424	231	581
1425	231	581
1426	231	581
1427	232	581
1428	232	580
1429	232	580
1430	232	580
1431	232	580
1432	232	579
1433	232	579
1434	233	579
1435	233	579
1436	233	578
1437	233	578
1438	233	578
1439	233	578
1440	233	578
1441	234	578
1442	234	577
1443	234	577
1444	234	577
1445	234	577
1446	234	577
1447	235	577
1448	235	577
1449	235	576
1450	235	576
1451	235	576
1452	235	576
1453	236	576
1454	236	576
1455	236	576
1456	236	575
1457	236	575
1458	236	575
1459	237	575
1460	237	575
1461	237	575
1462	237	575
1463	237	574
1464	237	574
1465	238	574
1466	238	574
1467	238	573
1468	238	573
1469	238	573
1470	238	573
1471	239	573
1472	239	573
1473	239	573
1474	239	573
1475	239	573
1476	240	573
1477	240	573
1478	240	572
1479	240	572
1480	240	572
1481	240	572
1482	241	572
1483	241	571
1484	241	572
1485	241	571
1486	241	571
1487	241	571
1488	242	571
1489	242	571
1490	242	571
1491	242	570
1492	242	570
1493	242	570
1494	243	570
1495	243	570
1496	243	569
1497	243	569
1498	243	569
1499	243	569
1500	244	569
1501	244	568
1502	244	568
1503	244	568
1504	244	568
1505	244	568
1506	245	568
1507	245	568
1508	245	567
1509	245	567
1510	245	567
1511	245	567
1512	245	567
1513	246	566
1514	246	566
1515	246	566
1516	246	566
1517	246	565
1518	246	565
1519	246	565
1520	246	565
1521	246	564
1522	247	564
1523	247	564
1524	247	564
1525	247	563
1526	247	563
1527	247	563
1528	247	563
1529	248	562
1530	248	562
1531	248	562
1532	248	562
1533	248	561
1534	248	561
1535	249	561
1536	249	561
1537	249	561
1538	249	561
1539	249	561
1540	249	560
1541	249	560
1542	249	560
1543	250	560
1544	250	559
1545	250	559
1546	250	559
1547	250	559
1548	250	558
1549	250	558
1550	250	558
1551	251	558
1552	251	558
1553	251	557
1554	251	557
1555	251	557
1556	251	557
1557	251	557
1558	252	556
1559	252	556
1560	252	556
1561	252	556
1562	252	555
1563	252	555
1564	252	555
1565	253	555
1566	253	554
1567	253	554
1568	253	554
1569	253	554
1570	253	553
1571	253	553
1572	253	553
1573	253	553
1574	254	553
1575	254	552
1576	254	552
1577	254	552
1578	254	552
1579	254	552
1580	255	552
1581	255	551
1582	255	551
1583	255	551
1584	255	551
1585	255	551
1586	256	551
1587	256	550
1588	256	550
1589	256	550
1590	256	550
1591	256	549
1592	256	549
1593	256	549
1594	257	549
1595	257	548
1596	257	548
1597	257	548
1598	257	548
1599	257	547
1600	257	547
1601	258	547
1602	258	547
1603	258	547
1604	258	546
1605	258	546
1606	258	546
1607	258	546
1608	258	545
1609	259	545
1610	259	545
1611	259	545
1612	259	544
1613	259	544
1614	259	544
1615	259	544
1616	259	543
1617	259	543
1618	260	543
1619	260	543
1620	260	543
1621	260	542
1622	260	542
1623	260	542
1624	260	542
1625	261	541
1626	261	541
1627	261	541
1628	261	541
1629	261	540
1630	261	540
1631	261	540
1632	261	540
1633	261	540
1634	262	540
1635	262	539
1636	262	539
1637	262	539
1638	262	539
1639	263	539
1640	263	539
1641	263	538
1642	263	538
1643	263	538
1644	263	538
1645	263	537
1646	264	537
1647	264	537
1648	264	537
1649	264	537
1650	264	537
1651	264	536
1652	264	536
1653	264	536
1654	265	536
1655	265	536
1656	265	535
1657	265	535
1658	265	535
1659	265	535
1660	265	534
1661	266	534
1662	266	534
1663	266	534
1664	266	534
1665	266	534
1666	267	534
1667	267	533
1668	267	533
1669	267	533
1670	267	533
1671	267	533
1672	267	532
1673	267	532
1674	267	532
1675	268	531
1676	268	531
1677	268	531
1678	268	531
1679	268	531
1680	268	531
1681	268	530
1682	269	530
1683	269	530
1684	269	530
1685	269	529
1686	269	529
1687	269	529
1688	269	529
1689	269	528
1690	270	528
1691	270	528
1692	270	528
1693	270	528
1694	270	528
1695	270	527
1696	270	527
1697	271	527
1698	271	527
1699	271	527
1700	271	526
1701	271	526
1702	271	526
1703	271	526
1704	271	525
1705	272	525
1706	272	525
1707	272	525
1708	272	525
1709	272	524
1710	272	524
1711	272	524
1712	273	524
1713	273	523
1714	273	523
1715	273	523
1716	273	523
1717	273	523
1718	273	522
1719	273	522
1720	274	522
1721	274	522
1722	274	521
1723	274	521
1724	274	521
1725	274	521
1726	274	520
1727	274	520
1728	274	520
1729	275	520
1730	275	519
1731	275	519
1732	275	519
1733	275	519
1734	275	519
1735	275	518
1736	276	518
1737	276	518
1738	276	518
1739	276	518
1740	276	518
1741	276	517
1742	276	517
1743	277	517
1744	277	517
1745	277	517
1746	277	517
1747	277	517
1748	277	516
1749	278	516
1750	278	516
1751	278	516
1752	278	516
1753	278	515
1754	278	515
1755	278	515
1756	279	515
1757	279	515
1758	279	514
1759	279	514
1760	279	514
1761	279	514
1762	279	513
1763	279	513
1764	280	513
1765	280	513
1766	280	513
1767	280	512
1768	280	512
1769	280	512
1770	280	511
1771	280	511
1772	280	511
1773	280	511
1774	280	510
1775	281	510
1776	281	510
1777	281	510
1778	281	510
1779	281	509
1780	281	509
1781	281	509
1782	282	509
1783	282	508
1784	282	508
1785	282	508
1786	282	508
1787	282	507
1788	282	507
1789	282	507
1790	282	507
1791	283	507
1792	283	506
1793	283	506
1794	283	506
1795	283	506
1796	283	506
1797	284	506
1798	284	505
1799	284	505
1800	284	505
1801	284	505
1802	284	505
1803	284	505
1804	285	504
1805	285	504
1806	285	504
1807	285	504
1808	285	503
1809	285	503
1810	285	503
1811	285	503
1812	286	503
1813	286	503
1814	286	502
1815	286	502
1816	286	502
1817	286	502
1818	286	501
1819	286	501
1820	287	501
1821	287	501
1822	287	501
1823	287	500
1824	287	500
1825	287	500
1826	288	500
1827	288	500
1828	288	500
1829	288	499
1830	288	499
1831	288	499
1832	288	499
1833	288	499
1834	289	498
1835	289	498
1836	289	498
1837	289	498
1838	289	497
1839	289	497
1840	289	497
1841	289	497
1842	289	496
1843	290	496
1844	290	496
1845	290	496
1846	290	496
1847	290	496
1848	290	495
1849	290	495
1850	291	495
1851	291	495
1852	291	494
1853	291	494
1854	291	494
1855	291	494
1856	291	494
1857	292	494
1858	292	493
1859	292	493
1860	292	493
1861	292	493
1862	292	492
1863	292	492
1864	292	492
1865	293	492
1866	293	492
1867	293	492
1868	293	492
1869	293	491
1870	293	491
1871	294	491
1872	294	491
1873	294	491
1874	294	490
1875	294	490
1876	294	490
1877	294	490
1878	295	490
1879	295	490
1880	295	489
1881	295	489
1882	295	489
1883	295	489
1884	295	489
1885	295	488
1886	296	488
1887	296	488
1888	296	488
1889	296	488
1890	296	487
1891	296	487
1892	296	487
1893	297	487
1894	297	487
1895	297	486
1896	297	486
1897	297	486
1898	297	486
1899	298	486
1900	298	486
1901	298	486
1902	298	486
1903	298	485
1904	298	485
1905	298	485
1906	298	485
1907	299	485
1908	299	484
1909	299	484
1910	299	484
1911	299	484
1912	299	483
1913	299	483
1914	299	483
1915	300	483
1916	300	482
1917	300	482
1918	300	482
1919	300	482
1920	300	482
1921	300	482
1922	301	481
1923	301	481
1924	301	481
1925	301	481
1926	301	481
1927	301	480
1928	301	480
1929	301	480
1930	302	480
1931	302	480
1932	302	479
1933	302	479
1934	302	479
1935	302	479
1936	302	479
1937	303	479
1938	303	478
1939	303	478
1940	303	478
1941	303	478
1942	303	478
1943	303	477
1944	304	477
1945	304	477
1946	304	477
1947	304	477
1948	304	476
1949	304	476
1950	304	476
1951	304	476
1952	304	476
1953	305	475
1954	305	475
1955	305	475
1956	305	475
1957	305	475
1958	305	474
1959	305	474
1960	306	474
1961	306	474
1962	306	474
1963	306	474
1964	306	473
1965	306	473
1966	306	473
1967	306	473
1968	307	472
1969	307	472
1970	307	472
1971	307	472
1972	307	472
1973	307	471
1974	307	471
1975	307	471
1976	308	471
1977	308	471
1978	308	471
1979	308	470
1980	308	470
1981	308	470
1982	308	470
1983	309	470
1984	309	469
1985	309	469
1986	309	469
1987	309	469
1988	309	469
1989	310	469
1990	310	468
1991	310	468
1992	310	468
1993	312	471
1994	313	471
1995	313	471
1996	314	473
1997	315	474
1998	315	474
1999	316	474
2000	316	474
2001	316	474
2002	317	474
2003	317	474
2004	317	474
2005	318	474
2006	322	481
2007	323	482
2008	324	483
2009	324	483
2010	325	483
2011	325	483
2012	326	485
2013	327	485
2014	329	488
2015	330	489
2016	331	489
2017	331	489
2018	332	490
2019	332	491
2020	333	491
2021	333	491
2022	334	491
2023	334	492
2024	335	493
2025	335	492
2026	337	494
2027	337	495
2028	338	495
2029	338	495
2030	338	495
2031	339	495
2032	339	495
2033	341	498
2034	343	500
2035	345	503
2036	346	504
2037	346	504
2038	347	504
2039	348	505
2040	348	505
2041	348	505
2042	348	505
2043	348	504
2044	349	504
2045	349	504
2046	349	504
2047	349	503
2048	349	503
2049	349	503
2050	349	503
2051	350	503
2052	350	503
2053	350	502
2054	350	502
2055	350	502
2056	350	502
2057	351	502
2058	351	501
2059	351	501
2060	351	501
2061	351	501
2062	351	500
2063	351	500
2064	351	500
2065	352	500
2066	352	500
2067	352	499
2068	352	499
2069	352	499
2070	352	499
2071	352	498
2072	353	498
2073	353	498
2074	353	498
2075	353	498
2076	353	498
2077	354	498
2078	354	498
2079	355	499
2080	355	499
2081	356	499
2082	356	499
2083	357	500
2084	357	500
2085	361	504
2086	361	504
2087	361	504
2088	361	504
2089	361	504
2090	362	503
2091	362	503
2092	362	503
2093	362	503
2094	362	502
2095	362	502
2096	362	502
2097	362	502
2098	363	502
2099	363	501
2100	363	501
2101	363	501
2102	363	501
2103	363	500
2104	363	500
2105	363	500
2106	364	500
2107	364	499
2108	364	499
2109	364	499
2110	364	499
2111	364	499
2112	365	499
2113	365	498
2114	365	498
2115	365	498
2116	365	498
2117	365	497
2118	365	497
2119	365	497
2120	366	497
2121	366	496
2122	366	496
2123	366	496
2124	366	496
2125	366	496
2126	366	495
2127	367	495
2128	367	495
2129	367	495
2130	367	495
2131	367	494
2132	367	494
2133	368	494
2134	368	494
2135	368	494
2136	368	493
2137	368	493
2138	368	493
