iter	RMSE
994	0.08160733928
995	0.08158175374
996	0.08155324763
997	0.08152188048
998	0.08149478408
999	0.08146760074
1000	0.08145075154
1001	0.08142956618
1002	0.08141330909
1003	0.08138021835
1004	0.08134903248
1005	0.08121545652
1006	0.08120029735
1007	0.08093801424
1008	0.08091308257
1009	0.08089351323
1010	0.08087033339
1011	0.08083728653
1012	0.08081266582
1013	0.08077300355
1014	0.08074579446
1015	0.08071392004
1016	0.08069242024
1017	0.08068295346
1018	0.08066389812
1019	0.08064926165
1020	0.08062155007
1021	0.08059575407
1022	0.08055803871
1023	0.08053122565
1024	0.08049830671
1025	0.08047326109
1026	0.08045305599
1027	0.08043623297
1028	0.08042178427
1029	0.08040525825
1030	0.08038941507
1031	0.0803721425
1032	0.08035641684
1033	0.080332337
1034	0.08030780745
1035	0.08028851702
1036	0.08027594327
1037	0.0802452099
1038	0.08021403258
1039	0.08019456875
1040	0.08018318828
1041	0.08016111612
1042	0.08013945952
1043	0.08011941308
1044	0.08009023999
1045	0.08006531354
1046	0.08003845257
1047	0.08001896279
1048	0.0799946485
1049	0.07997107493
1050	0.0799482611
1051	0.07992695921
1052	0.0799033304
1053	0.07988483133
1054	0.07986917819
1055	0.07984603929
1056	0.07982716162
1057	0.07980856753
1058	0.07979345571
1059	0.07977853242
1060	0.07975756074
1061	0.07972706448
1062	0.07970469301
1063	0.07967825065
1064	0.07964892376
1065	0.07962978216
1066	0.07961387849
1067	0.07958847234
1068	0.07956678561
1069	0.07954866749
1070	0.07953318973
1071	0.0795197483
1072	0.07950589036
1073	0.07948450731
1074	0.07947126383
1075	0.07944295388
1076	0.07941990876
1077	0.07939848034
1078	0.07935524908
1079	0.07933199616
1080	0.0793105468
1081	0.07906893608
1082	0.07852432124
1083	0.07800431585
1084	0.07797909801
1085	0.07796430974
1086	0.07794312878
1087	0.07792474101
1088	0.0779139054
1089	0.07741516715
1090	0.07739290888
1091	0.07735418689
1092	0.07732973918
1093	0.07730212886
1094	0.07727532149
1095	0.07725796243
1096	0.07723570088
1097	0.07720927932
1098	0.07688777169
1099	0.07641182208
1100	0.07610462268
1101	0.07580706677
1102	0.07536063658
1103	0.07507655089
1104	0.07479952513
1105	0.07438401193
1106	0.07411916585
1107	0.07386607008
1108	0.07361477259
1109	0.07323088551
1110	0.07299597163
1111	0.07275594286
1112	0.07252134227
1113	0.07228371714
1114	0.07206035609
1115	0.07183231301
1116	0.07160365758
1117	0.07137881241
1118	0.07116166049
1119	0.07094242735
1120	0.07073097703
1121	0.07051151499
1122	0.07030212944
1123	0.0700845082
1124	0.06987317976
1125	0.06966533935
1126	0.06946096658
1127	0.069255753
1128	0.06905409576
1129	0.06885438753
1130	0.06865761918
1131	0.0684629261
1132	0.06826294467
1133	0.06806869255
1134	0.06787751207
1135	0.06768768997
1136	0.06749618096
1137	0.06730192481
1138	0.06712069271
1139	0.06693507587
1140	0.0667540511
1141	0.06656787389
1142	0.06638813975
1143	0.06620278458
1144	0.0660286874
1145	0.06585571738
1146	0.0656845475
1147	0.06551159171
1148	0.06534316053
1149	0.06517584204
1150	0.06500681932
1151	0.06483929511
1152	0.0646733845
1153	0.06450764553
1154	0.06421490814
1155	0.06405400825
1156	0.06389351304
1157	0.06372964646
1158	0.06356664622
1159	0.06341287566
1160	0.06325589633
1161	0.06310630953
1162	0.06295637715
1163	0.06280476065
1164	0.06265565215
1165	0.06250819359
1166	0.06235413435
1167	0.06220420524
1168	0.06205422638
1169	0.06190686861
1170	0.06175700023
1171	0.06161760448
1172	0.06147959396
1173	0.06122753488
1174	0.0610897451
1175	0.06095158334
1176	0.06081681219
1177	0.06068021008
1178	0.06054775884
1179	0.06041492339
1180	0.06028738456
1181	0.06015524793
1182	0.06002613788
1183	0.05989888552
1184	0.05977552418
1185	0.0596482301
1186	0.05952321029
1187	0.05939437856
1188	0.05927509875
1189	0.0591582408
1190	0.05904089815
1191	0.05892353695
1192	0.05870854748
1193	0.05859172398
1194	0.05847596456
1195	0.05836222836
1196	0.05825264794
1197	0.05813868899
1198	0.05801878046
1199	0.05790748719
1200	0.05779741983
1201	0.05768349069
1202	0.05756730653
1203	0.05745785704
1204	0.05734911821
1205	0.05723875962
1206	0.05712806945
1207	0.0570237465
1208	0.05691946431
1209	0.05673224488
1210	0.05662924326
1211	0.05652779389
1212	0.05642798864
1213	0.05633114306
1214	0.05623596396
1215	0.05614069039
1216	0.05604256926
1217	0.05594893106
1218	0.0558552566
1219	0.05576324274
1220	0.05566902616
1221	0.05557486421
1222	0.05548427821
1223	0.05538802624
1224	0.05529141631
1225	0.05520118261
1226	0.05504118058
1227	0.05495888521
1228	0.05487113728
1229	0.05478470462
1230	0.05469627173
1231	0.05461043197
1232	0.05452394293
1233	0.0544404101
1234	0.05435984695
1235	0.05428061278
1236	0.05419694643
1237	0.05411736689
1238	0.05403948345
1239	0.05396005418
1240	0.05388614688
1241	0.05380923626
1242	0.0537266274
1243	0.05358126006
1244	0.05351053079
1245	0.05348461964
1246	0.05345082636
1247	0.05343019663
1248	0.05340564084
1249	0.05337867079
1250	0.05335718474
1251	0.05333882081
1252	0.05331991759
1253	0.05329859367
1254	0.05328332674
1255	0.05326675945
1256	0.0532509714
1257	0.05317259148
1258	0.05315615997
1259	0.05313598664
1260	0.05312119559
1261	0.05310487966
1262	0.05308881672
1263	0.053074231
1264	0.05299598202
1265	0.05298074107
1266	0.05294177088
1267	0.05286143885
1268	0.0528450086
1269	0.05279872893
1270	0.05277715205
1271	0.05276109306
1272	0.05274454425
1273	0.05271560386
1274	0.05265282973
1275	0.05262163265
1276	0.05260538393
1277	0.0525769831
1278	0.05251894888
1279	0.05249437192
1280	0.05248133508
1281	0.0524317376
1282	0.05241348539
1283	0.05240229909
1284	0.0523913344
1285	0.05237496059
1286	0.0523582675
1287	0.05234295714
1288	0.05232237372
1289	0.0522969727
1290	0.05221983172
1291	0.05220414632
1292	0.05218490626
1293	0.05217104655
1294	0.05215611557
1295	0.05212421642
1296	0.05210952731
1297	0.05208291935
1298	0.0520589868
1299	0.05200648797
1300	0.05199195752
1301	0.05197449453
1302	0.05196410775
1303	0.05194483618
1304	0.05193048805
1305	0.05191493909
1306	0.05189607413
1307	0.05187611221
1308	0.05185579237
1309	0.05183978539
1310	0.05182659457
1311	0.05181281598
1312	0.05179896463
1313	0.05178304336
1314	0.05176309587
1315	0.05174622902
1316	0.05171556447
1317	0.05169699422
1318	0.05168857291
1319	0.05167290653
1320	0.05165560569
1321	0.05164214967
1322	0.05162081146
1323	0.05160722177
1324	0.05158919397
1325	0.05156903757
1326	0.05155440138
1327	0.05147600219
1328	0.05145627263
1329	0.0514366819
1330	0.05140227357
1331	0.0513880831
1332	0.05137353825
1333	0.05135606762
1334	0.05134158083
1335	0.05131144492
1336	0.0512999941
1337	0.05128341616
1338	0.05126516385
1339	0.05124968558
1340	0.05123457322
1341	0.05122713825
1342	0.05119485143
1343	0.05118113598
1344	0.05116707814
1345	0.05115258934
1346	0.05113554878
1347	0.05112107791
1348	0.05109933728
1349	0.051077492
1350	0.05106042254
1351	0.05104687447
1352	0.05103051869
1353	0.05100917183
1354	0.05099057743
1355	0.05098332093
1356	0.05096617326
1357	0.05095343618
1358	0.05093604505
1359	0.05091930766
1360	0.0508919249
1361	0.05087266505
1362	0.05086176074
1363	0.0508433255
1364	0.05082677572
1365	0.05081726834
1366	0.05080514125
1367	0.05078689788
1368	0.05077144464
1369	0.05075593364
1370	0.05074882977
1371	0.05072842721
1372	0.05071042757
1373	0.05069526671
1374	0.05067959022
1375	0.05066786366
1376	0.05065486955
1377	0.05063400677
1378	0.05059301557
1379	0.05058065257
1380	0.05056445914
1381	0.0505548757
1382	0.05054270928
1383	0.05052922194
1384	0.05051302791
1385	0.05049796676
1386	0.05048123166
1387	0.05046770288
1388	0.05045283512
1389	0.05043977476
1390	0.05042858781
1391	0.05041193795
1392	0.05039824636
1393	0.05035683031
1394	0.05034155993
1395	0.050324466
1396	0.05031275765
1397	0.05030173259
1398	0.05027371061
1399	0.05024549667
1400	0.05021767847
1401	0.05020533507
1402	0.05019747379
1403	0.05018137151
1404	0.05016988523
1405	0.05015766208
1406	0.05014337787
1407	0.05011662762
1408	0.05009987847
1409	0.05007279988
1410	0.05004765758
1411	0.05003582481
1412	0.0500260508
1413	0.05001133951
1414	0.04999416622
1415	0.04997696335
1416	0.04996412558
1417	0.04994812919
1418	0.0499345358
1419	0.04991818752
1420	0.04990562223
1421	0.04989136186
1422	0.04987198743
1423	0.04986065625
1424	0.04984202612
1425	0.04982057115
1426	0.04979675095
1427	0.04978507605
1428	0.04977284282
1429	0.04975920806
1430	0.04973700813
1431	0.04972950621
1432	0.04971561075
1433	0.04969963286
1434	0.0496848913
1435	0.04967438014
1436	0.04966385197
1437	0.04958715416
1438	0.04951116718
1439	0.04943706561
1440	0.04936064022
1441	0.04928791708
1442	0.04921619863
1443	0.04914570934
1444	0.04907394418
1445	0.04900397012
1446	0.04893610096
1447	0.04881775263
1448	0.04880947049
1449	0.04879979108
1450	0.04878963584
1451	0.04875405721
1452	0.04873833627
1453	0.04871958221
1454	0.04870244392
1455	0.04868846059
1456	0.04867725045
1457	0.04866299567
1458	0.04865066069
1459	0.0486385477
1460	0.04862281119
1461	0.04861136395
1462	0.04859085525
1463	0.0485788338
1464	0.04856494963
1465	0.04855421486
1466	0.04854402233
1467	0.0485321025
1468	0.04852095669
1469	0.04850565251
1470	0.04848908503
1471	0.04847502714
1472	0.04846851243
1473	0.04845938354
1474	0.0484339111
1475	0.0484190546
1476	0.04840211463
1477	0.04839070338
1478	0.04836387987
1479	0.04834562367
1480	0.04831951722
1481	0.04830837492
1482	0.04829900912
1483	0.04828818992
1484	0.04827435512
1485	0.04825777934
1486	0.0482434648
1487	0.04823006682
1488	0.04821901023
1489	0.04820806434
1490	0.04819774687
1491	0.04818394076
1492	0.04817204342
1493	0.04815730271
1494	0.04814702474
1495	0.04813634257
1496	0.04812565225
1497	0.04811392535
1498	0.04810145537
1499	0.04808638293
1500	0.04807045717
1501	0.04805389253
1502	0.04804333645
1503	0.04803592789
1504	0.04802921896
