iter	RMSE
1505	0.04801828109
1506	0.04799256855
1507	0.04796795795
1508	0.04795685218
1509	0.04794192168
1510	0.04792783553
1511	0.04791699926
1512	0.04790194858
1513	0.04788974173
1514	0.0478777792
1515	0.04786561851
1516	0.0478524997
1517	0.04784313743
1518	0.0478289308
1519	0.04780607854
1520	0.04779623681
1521	0.04777175751
1522	0.04774827348
1523	0.04773459646
1524	0.04771571202
1525	0.04770216526
1526	0.04768924994
1527	0.04768332223
1528	0.0476691087
1529	0.04765724079
1530	0.04764550428
1531	0.0476298705
1532	0.04761987327
1533	0.04760982755
1534	0.0475997975
1535	0.04757971781
1536	0.0475684862
1537	0.04755478252
1538	0.04754155934
1539	0.04747017304
1540	0.04740013839
1541	0.04733361203
1542	0.0472651099
1543	0.04719916843
1544	0.04713288346
1545	0.0470688854
1546	0.04700452995
1547	0.0469405378
1548	0.04687674564
1549	0.04681619503
1550	0.04675434952
1551	0.04669495937
1552	0.04663304509
1553	0.04657381522
1554	0.0465125862
1555	0.04645156025
1556	0.04639312081
1557	0.04633602254
1558	0.04627966877
1559	0.04622616282
1560	0.04616854613
1561	0.04611452711
1562	0.04605847462
1563	0.04596511159
1564	0.04593177465
1565	0.04587755544
1566	0.0458225517
1567	0.0457683496
1568	0.04571562831
1569	0.04566669802
1570	0.04561030096
1571	0.04558855502
1572	0.04553899776
1573	0.04552542126
1574	0.04551232803
1575	0.04549690499
1576	0.04548696634
1577	0.04547176195
1578	0.04546011305
1579	0.04544713057
1580	0.04543317718
1581	0.04541976715
1582	0.04540953327
1583	0.04538659186
1584	0.04537387111
1585	0.04535048562
1586	0.04534334975
1587	0.04532897256
1588	0.04531738758
1589	0.04530490828
1590	0.04529346164
1591	0.04528406491
1592	0.0452732272
1593	0.04526241994
1594	0.04524942394
1595	0.04523971312
1596	0.04522961197
1597	0.04522003258
1598	0.04520886478
1599	0.0451992256
1600	0.04519018965
1601	0.04517966149
1602	0.04516752979
1603	0.04515972383
1604	0.04515307403
1605	0.04513018325
1606	0.04512081201
1607	0.04509847948
1608	0.04508809229
1609	0.04507668221
1610	0.0450621961
1611	0.04502459715
1612	0.04501102407
1613	0.04499728837
1614	0.044988967
1615	0.04497972353
1616	0.0449689266
1617	0.04495715421
1618	0.04494749501
1619	0.04493823519
1620	0.04492560793
1621	0.04491687402
1622	0.04490614786
1623	0.04489463905
1624	0.04488776709
1625	0.04487539488
1626	0.04485374041
1627	0.04484788084
1628	0.04483558059
1629	0.04482576364
1630	0.04481719911
1631	0.04480759994
1632	0.04479768401
1633	0.04478576868
1634	0.0447785535
1635	0.04477052772
1636	0.0447592783
1637	0.04475040705
1638	0.04474309413
1639	0.04473520567
1640	0.04471417646
1641	0.0447044947
1642	0.0446930484
1643	0.04468382512
1644	0.04467620003
1645	0.04466385241
1646	0.04465146974
1647	0.04463964717
1648	0.04463090927
1649	0.04461827848
1650	0.04460677694
1651	0.04459761132
1652	0.04458900412
1653	0.04458128357
1654	0.04457036436
1655	0.04456081818
1656	0.04454993732
1657	0.04453938375
1658	0.04452974049
1659	0.04452086748
1660	0.04451324874
1661	0.04450152093
1662	0.04449230389
1663	0.04448295981
1664	0.04446706017
1665	0.04443197255
1666	0.04441202454
1667	0.04440333193
1668	0.04439517929
1669	0.04438327124
1670	0.04437833342
1671	0.04436987997
1672	0.04436044683
1673	0.04434856172
1674	0.0443329198
1675	0.0443222069
1676	0.04430999515
1677	0.04429989759
1678	0.04429540916
1679	0.04428656231
1680	0.04427823155
1681	0.04427066593
1682	0.04426292879
1683	0.04424994515
1684	0.04423315111
1685	0.04422164872
1686	0.04421244972
1687	0.04420425025
1688	0.04419300404
1689	0.04418486056
1690	0.04417397516
1691	0.04416448056
1692	0.04415462263
1693	0.04414503408
1694	0.04413982501
1695	0.04413141799
1696	0.04412541765
1697	0.04411981118
1698	0.04411264591
1699	0.04410048268
1700	0.04408958025
1701	0.04405332931
1702	0.04403566103
1703	0.04398167844
1704	0.04392835138
1705	0.0438765738
1706	0.0438253078
1707	0.04377526932
1708	0.04372440445
1709	0.0436753466
1710	0.04362728933
1711	0.04357969816
1712	0.043530956
1713	0.0434842855
1714	0.04343775464
1715	0.04339095056
1716	0.04334612352
1717	0.04326605195
1718	0.04325950424
1719	0.04325392671
1720	0.04323866045
1721	0.04323125512
1722	0.04321101455
1723	0.04318311193
1724	0.04316754234
1725	0.04315906969
1726	0.04314552011
1727	0.04313484615
1728	0.04311943012
1729	0.04310874924
1730	0.04308218423
1731	0.04307005095
1732	0.04306112411
1733	0.04304804323
1734	0.0430380674
1735	0.04302977733
1736	0.04302138026
1737	0.04301312878
1738	0.04300533582
1739	0.04299742046
1740	0.04298553266
1741	0.04297818483
1742	0.04296713693
1743	0.04295638906
1744	0.04294949718
1745	0.0429410331
1746	0.04293220442
1747	0.04292390031
1748	0.04291436043
1749	0.04290710594
1750	0.04290080817
1751	0.04288384556
1752	0.04286387368
1753	0.04285630625
1754	0.0428488124
1755	0.04283829676
1756	0.04283080667
1757	0.04282297835
1758	0.04281461715
1759	0.04280329653
1760	0.04276366541
1761	0.04274129579
1762	0.04272190516
1763	0.04270622635
1764	0.04269662737
1765	0.04267816399
1766	0.04267120854
1767	0.04266102834
1768	0.04265071962
1769	0.04264598398
1770	0.04263681192
1771	0.04262969905
1772	0.04262311975
1773	0.04261516857
1774	0.04260374921
1775	0.04259494238
1776	0.04258034123
1777	0.04256604538
1778	0.04255737756
1779	0.04253942843
1780	0.04252907586
1781	0.04252154504
1782	0.04251142751
1783	0.04250249005
1784	0.04249453568
1785	0.04248771582
1786	0.04247814538
1787	0.04247225948
1788	0.04246521295
1789	0.04245814854
1790	0.04244950906
1791	0.04243838778
1792	0.04243141542
1793	0.04242393761
1794	0.04241817638
1795	0.04241296203
1796	0.04240196606
1797	0.04239759818
1798	0.04237460104
1799	0.04234264961
1800	0.04232561964
1801	0.04231180018
1802	0.04230367257
1803	0.04229272098
1804	0.04222595159
1805	0.0422096958
1806	0.04219499235
1807	0.04218515459
1808	0.04217592615
1809	0.04216878083
1810	0.04215934418
1811	0.04214939114
1812	0.04214257396
1813	0.04213410258
1814	0.04212777476
1815	0.04211862417
1816	0.04210967513
1817	0.04210017209
1818	0.04209109586
1819	0.04208441476
1820	0.04207252254
1821	0.04206509243
1822	0.04205647852
1823	0.042045042
1824	0.04203673198
1825	0.04202961104
1826	0.0420141628
1827	0.04200569278
1828	0.04199780067
1829	0.04199106238
1830	0.04198387369
1831	0.04197719598
1832	0.04196961074
1833	0.04196299378
1834	0.04195639334
1835	0.04194898393
1836	0.04194074589
1837	0.04193193415
1838	0.04192463106
1839	0.04191812773
1840	0.04191162154
1841	0.04190357908
1842	0.04189709641
1843	0.04188879497
1844	0.04188186441
1845	0.04187606028
1846	0.0418703051
1847	0.04186316222
1848	0.0418551939
1849	0.04184919592
1850	0.0418440933
1851	0.04183626415
1852	0.04183019014
1853	0.04182372697
1854	0.04181741931
1855	0.04179337931
1856	0.04178519717
1857	0.04177453481
1858	0.04176203996
1859	0.04170323774
1860	0.04169690112
1861	0.04168926604
1862	0.04167946837
1863	0.04167159612
1864	0.04166644107
1865	0.04165811148
1866	0.04164340861
1867	0.04162104493
1868	0.04160535092
1869	0.04156883455
1870	0.0415550802
1871	0.04154456769
1872	0.04153802607
1873	0.041516951
1874	0.04149468296
1875	0.04148612285
1876	0.04143895919
1877	0.04139246401
1878	0.04134695108
1879	0.04130234901
1880	0.04125669533
1881	0.04121266158
1882	0.04116744526
1883	0.04112422748
1884	0.04108130243
1885	0.04103864701
1886	0.04099765815
1887	0.04095588003
1888	0.04091524377
1889	0.04087531422
1890	0.04083654346
1891	0.04079690741
1892	0.0407582427
1893	0.04071850972
1894	0.04067977212
1895	0.04064125705
1896	0.0406040627
1897	0.0405666204
1898	0.04052906298
1899	0.04049443393
1900	0.04045928818
1901	0.04042260834
1902	0.04038747595
1903	0.04035321373
1904	0.04031649816
1905	0.04028387047
1906	0.04024891942
1907	0.04019051313
1908	0.04018002336
1909	0.04016517491
1910	0.04015315086
1911	0.04014248818
1912	0.04013459955
1913	0.04012518497
1914	0.0401170846
1915	0.04010883229
1916	0.04010192439
1917	0.04008470784
1918	0.04007890532
1919	0.04006801993
1920	0.04006044189
1921	0.04004790515
1922	0.04003891848
1923	0.04003264768
1924	0.04002643366
1925	0.04001952777
1926	0.04001313093
1927	0.03999690698
1928	0.03999000089
1929	0.03998413955
1930	0.03997372841
1931	0.03996437055
1932	0.03995612901
1933	0.03994856072
1934	0.03994240179
1935	0.03993642778
1936	0.03993030217
1937	0.0399219949
1938	0.03991450256
1939	0.03990914098
1940	0.03989618197
1941	0.03988186699
1942	0.03981847401
1943	0.03980481623
1944	0.03979230202
1945	0.03975704841
1946	0.03974578257
1947	0.03973707
1948	0.03973038169
1949	0.0397244494
1950	0.03971608914
1951	0.03970782444
1952	0.03970091225
1953	0.03969443525
1954	0.03968619458
1955	0.03968006077
1956	0.03967420524
1957	0.0396682745
1958	0.03965524031
1959	0.03964699858
1960	0.03964092569
1961	0.03962807711
1962	0.0396226091
1963	0.03961570161
1964	0.03960994414
1965	0.03960282721
1966	0.03959167867
1967	0.03958347169
1968	0.03957807074
1969	0.03956767509
1970	0.03955773295
1971	0.03955465021
1972	0.03953327159
1973	0.03952282373
1974	0.03951534643
1975	0.03950829224
1976	0.03950129103
1977	0.03949539489
1978	0.03946063808
1979	0.03944036979
1980	0.03943303085
1981	0.03942006562
1982	0.03941411364
1983	0.03940357082
1984	0.03939182844
1985	0.03938467688
1986	0.03937210077
1987	0.03936523291
1988	0.03935200102
1989	0.03934404109
1990	0.03933758253
1991	0.0393315138
1992	0.03932537519
1993	0.03931835223
1994	0.03931301357
1995	0.03930671927
1996	0.03930120649
1997	0.03928081966
1998	0.03926655937
1999	0.0392541169
2000	0.03924383462
2001	0.03923567187
2002	0.03922768152
2003	0.03922086491
2004	0.03918538291
2005	0.03914889379
2006	0.03911480914
2007	0.03908104912
2008	0.03904786332
2009	0.03901475718
2010	0.0389819729
2011	0.03894828464
2012	0.03894272213
2013	0.03893485005
2014	0.0389274515
2015	0.03892281805
2016	0.03891744106
2017	0.03890811739
2018	0.03888968797
2019	0.03888351782
2020	0.03885084334
2021	0.03881855442
2022	0.03879803979
2023	0.03878623371
2024	0.03878093638
2025	0.03877349873
2026	0.0387661198
2027	0.03875743492
2028	0.03874268997
2029	0.03873394882
2030	0.03872479221
2031	0.03871694655
2032	0.03871081673
2033	0.03870411057
2034	0.03869893479
2035	0.03869221637
2036	0.03868685798
2037	0.0386811397
2038	0.03867610204
2039	0.03867035363
2040	0.03866502522
2041	0.0386592134
2042	0.03865270689
2043	0.03864767056
2044	0.03864109441
2045	0.03863603836
2046	0.03863132224
2047	0.03862501466
2048	0.038618497
2049	0.03861177889
2050	0.03858608514
2051	0.03857486037
2052	0.03856635505
2053	0.03856031412
2054	0.0385551717
2055	0.03855071461
2056	0.03854500843
2057	0.03853773755
2058	0.03852981496
2059	0.03852410418
2060	0.0385074414
2061	0.03849608695
2062	0.03846256399
2063	0.03844917877
2064	0.03843713072
2065	0.03842653793
2066	0.03842035395
2067	0.03840873115
2068	0.03840338083
2069	0.03839595358
2070	0.03839060913
2071	0.03838250953
2072	0.03837349866
2073	0.03836442836
2074	0.03835746177
2075	0.03834682734
2076	0.03828608353
2077	0.03827487986
2078	0.03826548118
2079	0.03826067435
2080	0.03825433561
2081	0.03824973323
2082	0.03824517435
2083	0.03823594645
2084	0.03821622087
2085	0.03820602557
2086	0.03820063757
2087	0.03819466086
2088	0.03818765162
2089	0.03818292677
2090	0.03817597011
2091	0.03816718319
2092	0.03815656521
2093	0.03814602049
2094	0.03813699798
2095	0.03813210892
2096	0.03812476103
2097	0.03811989591
2098	0.03811119283
2099	0.03809951273
2100	0.03809232076
2101	0.03808677856
2102	0.03808181781
2103	0.03807376402
2104	0.03806761831
2105	0.03806333633
2106	0.03805802378
2107	0.03805288546
2108	0.0380368532
2109	0.03802660369
2110	0.03802025477
2111	0.03800712674
2112	0.03799669074
2113	0.03799316985
2114	0.03798659363
2115	0.03798121352
2116	0.03797529632
2117	0.03797092159
2118	0.03796593865
2119	0.03796089465
2120	0.03795466665
2121	0.03794864768
2122	0.03794144862
2123	0.03793140197
2124	0.03792388617
2125	0.03791641413
2126	0.03790624782
2127	0.03788671437
2128	0.03788028194
2129	0.03787528073
2130	0.03785661912
2131	0.03784541307
2132	0.03782108702
2133	0.03781160752
2134	0.03780559116
2135	0.0377732052
2136	0.03776828188
2137	0.03776305761
2138	0.03774770317
2139	0.03773836747
2140	0.03772986749
2141	0.03772431189
2142	0.03772081879
2143	0.03770263522
2144	0.0376927626
2145	0.03768463911
2146	0.03762620491
2147	0.03761616344
2148	0.03760927782
2149	0.03760438685
2150	0.03759912127
2151	0.03759657822
2152	0.03758956082
2153	0.03758392187
2154	0.03757361136
2155	0.03756364438
2156	0.03754571674
2157	0.03753866569
2158	0.03752823273
2159	0.03752338869
2160	0.03751276888
2161	0.03749547068
2162	0.03748812341
2163	0.03747849092
2164	0.03747172194
2165	0.03746664719
2166	0.03745188854
2167	0.03744919276
2168	0.03741621898
2169	0.03738336128
2170	0.03735141471
2171	0.03732013265
2172	0.03727512225
2173	0.03727051028
2174	0.03726414993
2175	0.03725898416
2176	0.03725448081
2177	0.03724594475
2178	0.03724128671
2179	0.03723095529
2180	0.03722208458
2181	0.03721431228
2182	0.0372092901
2183	0.03719512648
2184	0.0371853676
2185	0.0371780312
2186	0.03717291405
2187	0.03716627429
2188	0.0371562941
2189	0.03715147923
2190	0.03714364541
2191	0.03713837162
2192	0.03713272381
2193	0.03712695796
2194	0.03712265082
2195	0.03711266445
2196	0.0371086153
2197	0.03709494052
2198	0.0370903076
2199	0.03707316588
2200	0.03706410883
2201	0.03704672712
2202	0.03703778172
2203	0.03700668575
2204	0.03697613116
2205	0.03694635034
2206	0.03690338701
2207	0.03687411401
2208	0.03684558181
2209	0.03681694336
2210	0.03678759133
2211	0.03674665037
2212	0.03671881385
2213	0.03669141143
2214	0.03666428482
2215	0.03662445915
2216	0.036597466
2217	0.03656954557
2218	0.0365435302
2219	0.03650563771
2220	0.03650202425
2221	0.0364974966
2222	0.03648106661
2223	0.03642525269
2224	0.03636904458
2225	0.03636116485
2226	0.03635581252
2227	0.03634726563
2228	0.03633101609
2229	0.03632612446
2230	0.03631892781
2231	0.0363131082
2232	0.03630743395
2233	0.0363024091
2234	0.03629828539
2235	0.03629310723
2236	0.03628147119
2237	0.03627581925
2238	0.03627139071
2239	0.03626669395
2240	0.03623945746
2241	0.03621298517
2242	0.03618685667
2243	0.03616204673
2244	0.03613687386
2245	0.03609918749
2246	0.03609075943
2247	0.03608615269
2248	0.03608166115
2249	0.03607769994
2250	0.03606487987
2251	0.03603920081
2252	0.03601502019
2253	0.03600968275
2254	0.03599444781
2255	0.03598858558
2256	0.03598438434
2257	0.03597603913
2258	0.03596738362
2259	0.03596082411
2260	0.03595648633
2261	0.03594653394
2262	0.03593198808
2263	0.03592802601
2264	0.03591911194
2265	0.03591393998
2266	0.03590871474
2267	0.03590456199
2268	0.03590052155
2269	0.03589580029
2270	0.03589224215
2271	0.03588844663
2272	0.03588410281
2273	0.03587333559
2274	0.03586559389
2275	0.03585632093
2276	0.03584980417
2277	0.0358270882
2278	0.03581956056
2279	0.03578809748
2280	0.03577976838
2281	0.03577506851
2282	0.03576520457
2283	0.0357404993
2284	0.03570511725
2285	0.03570089527
2286	0.03569509061
2287	0.03568920262
2288	0.03568558751
2289	0.03567918767
2290	0.03567102335
2291	0.03566267383
2292	0.03565671501
2293	0.03560277418
2294	0.03558701468
2295	0.03557635022
2296	0.03557159865
2297	0.03556645816
2298	0.0355624152
2299	0.03555663352
2300	0.03555203803
2301	0.03554778575
2302	0.03554387966
2303	0.03553965303
2304	0.03552925828
2305	0.03552557342
2306	0.03552105456
2307	0.03551198333
2308	0.03550049581
2309	0.03549468265
2310	0.03549015819
2311	0.03547323605
2312	0.03546716441
2313	0.0354632493
2314	0.03545366828
2315	0.03544476431
2316	0.03543520093
2317	0.03542707685
2318	0.035419672
2319	0.03540309804
2320	0.03539878806
2321	0.03539479988
2322	0.03537880191
2323	0.03537423464
2324	0.03536794238
2325	0.03536015138
2326	0.03535241872
2327	0.03534821512
2328	0.03533758998
2329	0.03532766964
2330	0.03531997474
2331	0.03531615042
2332	0.03531200535
2333	0.03526028512
2334	0.03525647438
2335	0.03525118421
2336	0.03524160478
2337	0.03523336513
2338	0.03522893321
2339	0.03522309958
2340	0.03521900954
2341	0.03520343565
2342	0.0351973686
2343	0.03519285138
2344	0.03518890536
2345	0.03518164401
2346	0.03517573439
2347	0.0351718404
2348	0.03516795791
2349	0.03516228273
2350	0.03515697937
2351	0.03515186534
2352	0.03514757684
2353	0.03513871493
2354	0.03512811898
2355	0.03511858093
2356	0.03511032837
2357	0.0351071886
2358	0.03509855982
2359	0.03509451851
2360	0.03508526862
2361	0.03507512021
2362	0.03505068129
2363	0.0350264426
2364	0.03500293032
2365	0.03496788314
2366	0.03491860651
2367	0.03490961253
2368	0.03490142314
2369	0.03488745871
2370	0.03488365325
2371	0.03487765932
2372	0.03487322164
2373	0.03486844168
2374	0.03486434376
2375	0.03485555911
2376	0.03484817746
2377	0.03483995197
2378	0.03483534601
2379	0.03483103793
2380	0.03482733745
2381	0.03482094499
2382	0.03481642155
2383	0.03481259923
2384	0.03480825232
2385	0.03480130391
2386	0.03479298534
2387	0.03478871191
2388	0.03477977155
2389	0.03476515199
2390	0.03476123689
2391	0.03475809544
2392	0.0347541786
2393	0.0347498325
2394	0.03474415972
2395	0.03473991566
2396	0.03473136805
2397	0.03472554298
2398	0.03471706471
2399	0.0347095962
2400	0.03470623642
2401	0.03470360277
2402	0.03470144944
2403	0.03465406027
2404	0.03462399398
2405	0.03459707883
2406	0.03459257154
2407	0.03458816236
2408	0.03458127382
2409	0.03456568165
2410	0.03456149425
2411	0.03455743367
2412	0.03455102647
2413	0.03454567654
2414	0.03454183878
2415	0.0345345112
2416	0.03452565835
2417	0.03452102308
2418	0.03451740008
2419	0.03450947162
2420	0.03450603267
2421	0.03450067712
2422	0.03449388777
2423	0.03449053225
2424	0.03448699622
2425	0.03448110526
2426	0.03447386017
2427	0.03446988161
2428	0.03446105579
2429	0.03443782596
2430	0.03441415116
2431	0.03439125134
2432	0.0343574796
2433	0.03435279126
2434	0.03434532272
2435	0.03433822907
2436	0.03432997516
2437	0.0343024128
2438	0.03428004928
2439	0.03425831978
2440	0.03423712573
2441	0.03420582158
2442	0.03420214317
2443	0.03419794133
2444	0.03419378114
2445	0.03419127759
2446	0.03418654772
2447	0.03418065815
2448	0.03417689181
2449	0.03416894238
2450	0.03416210923
2451	0.03413327757
2452	0.03411888016
2453	0.03411512985
2454	0.03410655013
2455	0.03410291678
2456	0.03409915505
2457	0.03409468973
2458	0.03409129297
2459	0.0340654174
2460	0.03406084542
2461	0.03405730418
2462	0.0340349213
2463	0.03402843611
2464	0.03402505429
2465	0.03397937529
2466	0.03397583997
2467	0.03397100793
2468	0.03393995973
2469	0.03393574003
2470	0.03393210801
2471	0.03392450629
2472	0.03392056687
2473	0.03391295871
2474	0.03390471328
2475	0.0338731361
2476	0.03386742639
2477	0.03385327751
2478	0.03383345589
2479	0.03382464574
2480	0.03378371899
2481	0.0337783964
2482	0.03376280454
2483	0.03375920069
2484	0.03374429158
2485	0.03374060645
2486	0.0337371977
2487	0.03373325616
2488	0.03372785269
2489	0.03372395245
2490	0.03371979695
2491	0.03371215474
2492	0.03370560139
2493	0.03370203348
2494	0.03369783498
2495	0.03369460939
2496	0.03368870349
2497	0.0336816563
2498	0.03367755459
2499	0.03367373906
2500	0.03366642182
2501	0.0336594407
2502	0.03365577205
2503	0.03363436121
2504	0.03361366923
2505	0.03359345674
2506	0.0335737001
2507	0.03354329343
2508	0.03353887427
2509	0.0335305983
2510	0.03352490335
2511	0.0335219742
2512	0.03351581627
2513	0.03351019986
2514	0.03350309298
2515	0.0334964101
2516	0.0334925539
2517	0.03348972488
2518	0.03348655563
2519	0.03348350016
2520	0.03348072824
2521	0.03347729474
2522	0.03347427522
2523	0.03347051571
2524	0.03346587502
2525	0.03345751322
2526	0.03345270977
2527	0.0334460883
2528	0.03344071613
2529	0.03343583155
2530	0.03342859104
2531	0.03342002006
2532	0.03341549767
2533	0.03340777894
2534	0.03340291542
2535	0.03340099743
2536	0.0333973787
2537	0.0333934242
2538	0.03339013746
2539	0.03338526307
2540	0.03337465283
2541	0.03336701055
2542	0.0333616275
2543	0.03335740208
2544	0.03332539783
2545	0.0333220135
2546	0.03331650356
2547	0.03331319789
2548	0.03329980227
2549	0.03329711471
2550	0.0332930549
2551	0.03328916165
2552	0.03328680785
2553	0.03328392993
2554	0.03327943262
2555	0.03323554589
2556	0.03322852387
2557	0.0332233124
2558	0.03321826909
2559	0.0331904159
2560	0.03318343436
2561	0.03317523801
2562	0.03316799128
2563	0.03316335927
2564	0.03315954926
2565	0.03315599754
2566	0.03314431943
2567	0.03313692147
2568	0.033133587
2569	0.03312967912
2570	0.03312662151
2571	0.03312449556
2572	0.0331208827
2573	0.03311639929
2574	0.03311195495
2575	0.03310879454
2576	0.03310556469
2577	0.03309868779
2578	0.03309233985
2579	0.03308748935
2580	0.03308329813
2581	0.03306928534
2582	0.03306587987
2583	0.03306265213
2584	0.03305452519
2585	0.03303461345
2586	0.03300507995
2587	0.03299463338
2588	0.0329821757
2589	0.03297812631
2590	0.03297451194
2591	0.03297281247
2592	0.03296944533
2593	0.03296450087
2594	0.03295955762
2595	0.03295443135
2596	0.03295153576
2597	0.03294443046
2598	0.03291497561
2599	0.03287253618
2600	0.03286520919
2601	0.03286137613
2602	0.03285410346
2603	0.03284898643
2604	0.03284290522
2605	0.03283868019
2606	0.03283612361
2607	0.03283327518
2608	0.03283054165
2609	0.03282649182
2610	0.03282344823
2611	0.03282111465
2612	0.03281801617
2613	0.03281505312
2614	0.03281009887
2615	0.03280635174
2616	0.03279139181
2617	0.03278502658
2618	0.03274461638
2619	0.03273797963
2620	0.03271087613
2621	0.0327077699
2622	0.03270190046
2623	0.03269888531
2624	0.03269383748
2625	0.03269028758
2626	0.03268740078
2627	0.0326755328
2628	0.03267075565
2629	0.03266672683
2630	0.0326605074
2631	0.03265628489
2632	0.03264870228
2633	0.03264560746
2634	0.0326378894
2635	0.03263156181
2636	0.03260766068
2637	0.03260343245
2638	0.03259580909
2639	0.03259160888
2640	0.03258987904
2641	0.03258652775
2642	0.03258382499
2643	0.03257798728
2644	0.03257319576
2645	0.03253449478
2646	0.03252928697
2647	0.03247981035
2648	0.03247351216
2649	0.03246596685
2650	0.03246059148
2651	0.03243541117
2652	0.03242385249
2653	0.03242094835
2654	0.03241712975
2655	0.03241264374
2656	0.03240907713
2657	0.03240609305
2658	0.03240351068
2659	0.03239905654
2660	0.03239494009
2661	0.03239013931
2662	0.0323851564
2663	0.03238171964
2664	0.03237694832
2665	0.03237325981
2666	0.03237034508
2667	0.0323659618
2668	0.03236330915
2669	0.03235662662
2670	0.03235141846
2671	0.03234784872
2672	0.03234224815
2673	0.0323389878
2674	0.03233428766
2675	0.03232961905
2676	0.0323268717
2677	0.03232428787
2678	0.03232162849
2679	0.03231974245
2680	0.03231561772
2681	0.03230903901
2682	0.03230649844
2683	0.03230281319
2684	0.0322996532
2685	0.03229688387
2686	0.03229264399
2687	0.03228940632
2688	0.03228673652
2689	0.03228436219
2690	0.03228044572
2691	0.03226665369
2692	0.03225481868
2693	0.03224173652
2694	0.03223455895
2695	0.03220767469
2696	0.03218143779
2697	0.03217580464
2698	0.03217135966
2699	0.03214398519
2700	0.03213891373
2701	0.03213527947
2702	0.03213263695
2703	0.03213006766
2704	0.03212709193
2705	0.03212055861
2706	0.03211733608
2707	0.03211278061
2708	0.03210671444
2709	0.03208058053
2710	0.03207765976
2711	0.03207014783
2712	0.03205930306
2713	0.03205551242
2714	0.03205212787
2715	0.03204748188
2716	0.03204435735
2717	0.03204152464
2718	0.0320387814
2719	0.03203528412
2720	0.03203086165
2721	0.03202647981
2722	0.03202365401
2723	0.03201946288
2724	0.03201719289
2725	0.03201393814
2726	0.03201136983
2727	0.03200787901
2728	0.03200401673
2729	0.03200157278
2730	0.03200000715
2731	0.03197959437
2732	0.03196039242
2733	0.03193233231
2734	0.0319212762
2735	0.03190253543
2736	0.0318752716
2737	0.03186972723
2738	0.03186549083
2739	0.03186184945
2740	0.03185544617
2741	0.03184856188
2742	0.03182344022
2743	0.03182058873
2744	0.03181020472
2745	0.03180478984
2746	0.03180201078
2747	0.03179778296
2748	0.03179541183
2749	0.03179187201
2750	0.03178780016
2751	0.03178473242
2752	0.03177762346
2753	0.03177443484
2754	0.03177016872
2755	0.03176711977
2756	0.0317641894
2757	0.03175897295
2758	0.03174896085
2759	0.03174264451
2760	0.03173635883
2761	0.03173325263
2762	0.03171404489
2763	0.03170829913
2764	0.0316807023
2765	0.03167620632
2766	0.03166935991
2767	0.03164628331
2768	0.03164367101
2769	0.0316390164
2770	0.03163557867
2771	0.03162590284
2772	0.03161665612
2773	0.03161406974
2774	0.03160780318
2775	0.03160365432
2776	0.03159691852
2777	0.03157957581
2778	0.03157296493
2779	0.03156758218
2780	0.03156371442
2781	0.03156049288
2782	0.03155783536
2783	0.03155511557
2784	0.03155130033
2785	0.03154229164
2786	0.03153601359
2787	0.03153427031
2788	0.03152912061
2789	0.03152644584
2790	0.03152253619
2791	0.03151799404
2792	0.03151483487
2793	0.03151146086
2794	0.03150868232
2795	0.03150685411
2796	0.03150158628
2797	0.03149627541
2798	0.03148927495
2799	0.03147787871
2800	0.03147499261
2801	0.03146879509
2802	0.03146552459
2803	0.03146174712
2804	0.03145787827
2805	0.031454791
2806	0.03145074443
2807	0.03144800148
2808	0.03144287432
2809	0.03143943787
2810	0.03143619432
2811	0.03143290608
2812	0.0314218123
2813	0.03141589964
2814	0.03140987077
2815	0.03139904827
2816	0.03139612247
2817	0.03139070452
2818	0.03138013598
2819	0.03137586584
2820	0.03137068131
2821	0.03136034911
2822	0.03135357315
2823	0.03132765882
2824	0.03132227968
2825	0.03131919499
2826	0.03131682163
2827	0.031314658
2828	0.03131142113
2829	0.03130752196
2830	0.03130514879
2831	0.03128211676
2832	0.03127956029
2833	0.03127666662
2834	0.03127170422
2835	0.03126784144
2836	0.03126258557
2837	0.03125935421
2838	0.03125771006
2839	0.03125248232
2840	0.03124722375
2841	0.03124180327
2842	0.03123160407
2843	0.03122557733
2844	0.03122271803
2845	0.03121895472
2846	0.03120405165
2847	0.03120067379
2848	0.03119449824
2849	0.03118798001
2850	0.03118221173
2851	0.03117535182
2852	0.0311387272
2853	0.03113532183
2854	0.03113347965
2855	0.03112455933
2856	0.03112153473
2857	0.03111828618
2858	0.03111485967
2859	0.03111145817
2860	0.03110276917
2861	0.03109949085
2862	0.03109541192
2863	0.03109263603
2864	0.03108877205
2865	0.03108292355
2866	0.03108017692
2867	0.0310659047
2868	0.03106349185
2869	0.03105741627
2870	0.03105569693
2871	0.03105277506
2872	0.03104770897
2873	0.03104497794
2874	0.0310419044
2875	0.03103815364
2876	0.03103263662
2877	0.03101706976
2878	0.03101151716
2879	0.03100879167
2880	0.03100563515
2881	0.03100207451
2882	0.03099612077
2883	0.03099277779
2884	0.03098945522
2885	0.03098565202
2886	0.03098253754
2887	0.03097674874
2888	0.03097461215
2889	0.03096953027
2890	0.03096710497
2891	0.03096155649
2892	0.03095889745
2893	0.0309559294
2894	0.03095425174
2895	0.03094939052
2896	0.03094575588
2897	0.03093169229
2898	0.03092915191
2899	0.03091555096
2900	0.0308937475
2901	0.03088059098
2902	0.03086765045
2903	0.0308637652
2904	0.0308611637
